2016-12-12 19:00:00;Charlotte Hornets;94;Indiana Pacers;110
2016-12-12 22:30:00;Portland Trail Blazers;120;Los Angeles Clippers;121
2016-12-12 19:30:00;Washington Wizards;101;Miami Heat;112
2016-12-12 22:30:00;Los Angeles Lakers;92;Sacramento Kings;116
2016-12-12 19:30:00;Milwaukee Bucks;100;Toronto Raptors;122
2016-12-13 19:30:00;Orlando Magic;131;Atlanta Hawks;120
2016-12-13 20:00:00;Minnesota Timberwolves;99;Chicago Bulls;94
2016-12-13 19:00:00;Memphis Grizzlies;86;Cleveland Cavaliers;103
2016-12-13 20:00:00;Golden State Warriors;113;New Orleans Pelicans;109
2016-12-13 21:00:00;New York Knicks;111;Phoenix Suns;113
2016-12-13 22:30:00;Oklahoma City Thunder;95;Portland Trail Blazers;114
2016-12-14 19:30:00;Los Angeles Lakers;97;Brooklyn Nets;107
2016-12-14 20:30:00;Detroit Pistons;95;Dallas Mavericks;85
2016-12-14 20:00:00;Sacramento Kings;98;Houston Rockets;132
2016-12-14 20:00:00;Cleveland Cavaliers;85;Memphis Grizzlies;93
2016-12-14 19:00:00;Indiana Pacers;89;Miami Heat;95
2016-12-14 19:00:00;Los Angeles Clippers;113;Orlando Magic;108
2016-12-14 19:00:00;Toronto Raptors;123;Philadelphia 76ers;114
2016-12-14 21:30:00;Boston Celtics;101;San Antonio Spurs;108
2016-12-14 21:00:00;Oklahoma City Thunder;89;Utah Jazz;109
2016-12-14 19:00:00;Charlotte Hornets;106;Washington Wizards;109
2016-12-15 21:00:00;Portland Trail Blazers;120;Denver Nuggets;132
2016-12-15 22:30:00;New York Knicks;90;Golden State Warriors;103
2016-12-15 20:00:00;Chicago Bulls;97;Milwaukee Bucks;108
2016-12-15 20:00:00;Indiana Pacers;95;New Orleans Pelicans;102
